,row.,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation
2645,2645,29859,12,NA,1,83,NA,NA,49,5/3/13 7:55,,1,0,5/2/13 22:10,12.92415,77.67229,NA,NA,0
2646,2646,29524,12,NA,2,1120,1032,NA,NA,5/3/13 4:33,,1,0,5/2/13 22:36,12.89724,77.61065,12.913301,77.685592,0
2647,2647,28697,12,NA,2,1189,1096,NA,NA,5/4/13 5:02,,0,0,5/2/13 22:42,12.91873,77.61494,12.96519,77.71932,0
2648,2648,29870,85,NA,1,1097,NA,1,55,5/3/13 11:16,5/6/13 11:15,1,0,5/3/13 7:42,12.97943,77.66125,NA,NA,0
2649,2649,5181,12,NA,2,1096,571,NA,NA,5/3/13 21:21,,1,0,5/3/13 8:25,12.96519,77.71932,12.95185,77.69642,0
2650,2650,29872,24,NA,2,793,393,NA,NA,5/5/13 3:36,,0,0,5/3/13 8:26,13.02239,77.59492,13.19956,77.70688,0
2651,2651,29874,12,NA,2,1180,293,NA,NA,5/3/13 9:36,,0,0,5/3/13 8:53,12.90084,77.56483,12.849482,77.663187,0
2652,2652,24042,12,NA,2,83,1010,NA,NA,5/3/13 10:33,,0,1,5/3/13 9:07,12.92415,77.67229,12.96691,77.74935,0
2653,2653,23488,12,NA,2,1097,977,NA,NA,5/3/13 16:04,,1,0,5/3/13 9:09,12.97943,77.66125,12.969933,77.533286,0
2654,2654,29879,12,1,3,502,NA,NA,NA,5/3/13 11:02,,0,0,5/3/13 10:08,12.90084,77.56483,NA,NA,1
2655,2655,20919,85,NA,2,271,571,NA,NA,5/3/13 15:36,,0,0,5/3/13 10:17,12.95641,77.64076,12.95185,77.69642,0
2656,2656,17719,12,1,3,353,NA,NA,NA,5/3/13 12:00,,0,0,5/3/13 11:18,13.03241,77.59914,NA,NA,0
2657,2657,525,12,2,3,122,NA,NA,NA,5/3/13 13:12,,0,0,5/3/13 11:33,12.99682,77.60436,NA,NA,0
2658,2658,29887,12,NA,1,677,NA,15,32,5/4/13 6:28,5/4/13 6:30,0,0,5/3/13 12:01,13.05845,77.64075,NA,NA,0
2659,2659,29524,12,NA,2,1032,1120,NA,NA,5/3/13 14:09,,0,0,5/3/13 13:09,12.913301,77.685592,12.89724,77.61065,0
2660,2660,29895,12,NA,2,478,1384,NA,NA,5/3/13 22:33,,0,0,5/3/13 13:35,12.9221,77.55263,13.02853,77.54625,1
2661,2661,28739,12,NA,2,393,644,NA,NA,5/5/13 21:36,,1,0,5/3/13 13:36,13.19956,77.70688,12.91445,77.49591,0
2662,2662,868,12,1,3,571,NA,NA,NA,5/3/13 17:02,,0,0,5/3/13 13:53,12.95185,77.69642,NA,NA,1
2663,2663,22715,12,NA,2,353,269,NA,NA,5/3/13 17:02,,0,0,5/3/13 14:35,13.03241,77.59914,12.9744,77.69183,0
2664,2664,9314,12,NA,2,1286,1026,NA,NA,5/3/13 17:02,,0,0,5/3/13 15:45,12.973448,77.62032,13.10482,77.57631,1
2665,2665,28359,28,NA,2,1021,238,NA,NA,5/9/13 16:33,,0,0,5/3/13 15:53,13.02853,77.54625,12.93711,77.60171,0
2666,2666,29184,12,NA,2,89,392,NA,NA,5/9/13 9:36,,0,0,5/3/13 16:26,12.96519,77.71932,12.986284,77.735245,0
2667,2667,29184,12,NA,2,89,392,NA,NA,5/10/13 9:36,,0,0,5/3/13 16:28,12.96519,77.71932,12.986284,77.735245,0
2668,2668,28584,12,NA,2,542,572,NA,NA,5/3/13 18:57,,0,0,5/3/13 16:40,12.93823,77.62289,12.91873,77.61494,0
2669,2669,29923,12,NA,2,410,1393,NA,NA,5/3/13 18:28,,0,0,5/3/13 17:14,13.05121,77.54113,13.19966,77.70688,0
2670,2670,29925,12,NA,2,142,393,NA,NA,5/4/13 4:19,,1,0,5/3/13 17:22,12.91281,77.60923,13.19956,77.70688,0
2671,2671,29741,12,NA,2,393,396,NA,NA,5/10/13 22:48,,1,0,5/3/13 17:23,13.19956,77.70688,12.92073,77.66482,0
2672,2672,24411,12,NA,2,1052,1371,NA,NA,5/22/13 18:00,5/23/13 0:00,1,0,5/3/13 17:31,12.912695,77.576265,13.000418,77.674835,0
2673,2673,29929,12,NA,2,1120,393,NA,NA,5/3/13 22:04,,0,0,5/3/13 18:12,12.89724,77.61065,13.19956,77.70688,0
2674,2674,23395,12,NA,2,1120,393,NA,NA,5/4/13 5:02,,0,0,5/3/13 18:25,12.89724,77.61065,13.19956,77.70688,0
2675,2675,2494,12,NA,2,541,1384,NA,NA,5/3/13 22:04,,0,0,5/3/13 19:12,12.93524,77.61997,13.02853,77.54625,0
2676,2676,29932,65,NA,1,1281,NA,NA,55,5/4/13 4:04,5/5/13 0:00,1,0,5/3/13 19:12,12.934634,77.611283,NA,NA,0
2677,2677,16585,12,NA,2,1089,393,NA,NA,5/4/13 6:28,,1,0,5/3/13 19:30,12.99517,77.731147,13.19956,77.70688,0
2678,2678,997,12,NA,2,1058,1286,NA,NA,5/4/13 6:28,,1,0,5/3/13 19:44,12.914535,77.631658,12.973448,77.62032,0
2679,2679,26790,12,NA,2,571,269,NA,NA,5/4/13 2:38,,1,0,5/3/13 20:32,12.95185,77.69642,12.9744,77.69183,0
2680,2680,17694,12,2,3,1056,NA,NA,NA,5/4/13 4:04,,0,0,5/3/13 21:07,12.919199,77.60931,NA,NA,0
2681,2681,32348,12,2,3,156,NA,NA,NA,5/4/13 8:24,,0,0,5/3/13 21:17,13.02622,77.70143,NA,NA,0
2682,2682,19346,12,2,3,1330,NA,NA,NA,5/4/13 11:02,,0,0,5/3/13 21:49,12.953434,77.70651,NA,NA,0
2683,2683,29944,65,1,3,1147,NA,NA,NA,5/4/13 18:14,,0,0,5/3/13 22:53,13.03064,77.6491,NA,NA,0
2684,2684,29945,12,NA,2,142,1021,NA,NA,5/4/13 6:28,,1,0,5/3/13 22:58,12.91281,77.60923,13.02853,77.54625,0
2685,2685,17900,12,NA,2,293,168,NA,NA,5/4/13 5:02,,0,0,5/3/13 23:19,12.849482,77.663187,12.99313,77.59828,0
2686,2686,36040,12,1,3,1155,NA,NA,NA,5/4/13 9:07,,0,0,5/4/13 7:01,12.90245,77.66081,NA,NA,0
2687,2687,29952,12,NA,2,1371,1147,NA,NA,5/5/13 12:57,,0,1,5/4/13 7:39,13.000418,77.674835,13.03064,77.6491,1
2688,2688,29881,12,2,3,1294,NA,NA,NA,5/4/13 10:33,,0,0,5/4/13 9:20,12.964653,77.599573,NA,NA,0
2689,2689,12976,65,2,3,308,NA,NA,NA,5/4/13 11:02,,0,0,5/4/13 9:38,12.99049,77.69798,NA,NA,0
2690,2690,16962,12,NA,2,1150,455,NA,NA,5/4/13 13:55,,0,0,5/4/13 10:28,12.99287,77.71662,12.999874,77.67812,0
2691,2691,23957,12,NA,2,768,601,NA,NA,5/4/13 12:28,,0,0,5/4/13 11:19,12.98999,77.55332,13.02434,77.56593,0
2692,2692,29967,12,NA,2,1244,572,NA,NA,5/5/13 10:04,,0,1,5/4/13 11:19,12.96462,77.68779,12.91873,77.61494,0
2693,2693,29970,12,NA,2,1021,393,NA,NA,5/5/13 6:00,,0,0,5/4/13 11:56,13.02853,77.54625,13.19956,77.70688,0
2694,2694,29793,12,1,3,150,NA,NA,NA,5/4/13 17:02,,0,0,5/4/13 12:56,12.89724,77.61065,NA,NA,0
2695,2695,4553,65,NA,2,571,393,NA,NA,5/4/13 23:02,,0,0,5/4/13 13:07,12.95185,77.69642,13.19956,77.70688,0
2696,2696,29983,12,NA,2,293,1384,NA,NA,5/4/13 19:40,,0,0,5/4/13 14:04,12.849482,77.663187,13.02853,77.54625,0
2697,2697,27250,85,NA,2,142,1393,NA,NA,5/8/13 4:04,,0,0,5/4/13 14:28,12.91281,77.60923,13.19966,77.70688,0
2698,2698,6802,85,NA,2,22,393,NA,NA,5/5/13 12:57,,0,0,5/4/13 15:12,13.06573,77.60081,13.19956,77.70688,0
2699,2699,29993,12,NA,2,293,450,NA,NA,5/4/13 16:33,,0,0,5/4/13 15:31,12.849482,77.663187,12.9334,77.62652,0
2700,2700,29275,85,NA,2,768,433,NA,NA,5/7/13 8:09,,0,0,5/4/13 16:48,12.98999,77.55332,12.91226,77.59773,0
2701,2701,29275,85,NA,2,768,433,NA,NA,5/9/13 8:09,,0,0,5/4/13 16:52,12.98999,77.55332,12.91226,77.59773,0
2702,2702,22638,12,NA,2,1096,1149,NA,NA,5/5/13 17:02,,0,0,5/4/13 16:54,12.96519,77.71932,12.89468,77.62489,0
2703,2703,29275,85,NA,2,433,768,NA,NA,5/9/13 18:14,,0,0,5/4/13 17:01,12.91226,77.59773,12.98999,77.55332,0
2704,2704,28757,12,NA,2,585,393,NA,NA,5/5/13 10:04,,1,0,5/4/13 17:31,12.97677,77.5727,13.19956,77.70688,0
2705,2705,30002,28,NA,2,292,590,NA,NA,5/4/13 18:28,,0,0,5/4/13 17:50,12.93944,77.62923,13.00826,77.56433,0
2706,2706,30004,12,NA,2,293,458,NA,NA,5/4/13 19:26,,1,0,5/4/13 17:57,12.849482,77.663187,13.00037,77.72746,0
2707,2707,30010,12,NA,2,571,585,NA,NA,5/5/13 4:48,,0,0,5/4/13 19:25,12.95185,77.69642,12.97677,77.5727,0
2708,2708,30013,87,NA,1,540,NA,1,55,5/25/13 6:00,5/26/13 6:00,1,0,5/4/13 20:17,12.92768,77.62664,NA,NA,0
2709,2709,3035,12,NA,2,1084,1393,NA,NA,5/5/13 3:21,,0,0,5/4/13 21:19,12.892657,77.581866,13.19966,77.70688,0
2710,2710,30018,12,NA,2,450,410,NA,NA,5/5/13 0:00,,0,0,5/4/13 21:29,12.9334,77.62652,13.05121,77.54113,0
2711,2711,30019,12,NA,2,269,393,NA,NA,5/5/13 5:16,,0,0,5/4/13 21:57,12.9744,77.69183,13.19956,77.70688,0
2712,2712,30020,12,NA,2,293,393,NA,NA,5/5/13 1:55,,0,0,5/4/13 22:00,12.849482,77.663187,13.19956,77.70688,0
2713,2713,30024,12,NA,2,293,1096,NA,NA,5/5/13 15:07,5/5/13 0:00,1,0,5/5/13 0:06,12.849482,77.663187,12.96519,77.71932,0
2714,2714,30027,12,NA,2,846,1021,NA,NA,5/5/13 12:14,,0,0,5/5/13 1:50,12.98635,77.58203,13.02853,77.54625,0
2715,2715,28842,12,2,3,1230,NA,NA,NA,5/5/13 13:26,,0,0,5/5/13 7:31,13.02239,77.59492,NA,NA,0
2716,2716,27797,65,2,3,1330,NA,NA,NA,5/5/13 10:48,,0,0,5/5/13 8:48,12.953434,77.70651,NA,NA,0
2717,2717,30031,12,1,3,1017,NA,NA,NA,5/5/13 11:16,,0,0,5/5/13 8:57,13.11084,77.60074,NA,NA,0
2718,2718,30034,12,NA,2,1244,585,NA,NA,5/6/13 7:55,,0,0,5/5/13 9:14,12.96462,77.68779,12.97677,77.5727,0
2719,2719,30036,65,NA,1,466,NA,15,161,5/6/13 5:31,5/7/13 0:00,0,0,5/5/13 9:26,13.017436,77.64458,NA,NA,0
2720,2720,26187,12,2,3,1230,NA,NA,NA,5/5/13 13:55,,0,0,5/5/13 9:43,13.02239,77.59492,NA,NA,0
2721,2721,27745,12,NA,2,142,1384,NA,NA,5/5/13 19:55,,0,0,5/5/13 10:47,12.91281,77.60923,13.02853,77.54625,1
2722,2722,30045,12,NA,2,344,297,NA,NA,5/5/13 16:33,,0,0,5/5/13 11:02,12.94788,77.67092,12.99789,77.61488,0
2723,2723,30048,12,NA,2,393,91,NA,NA,5/27/13 8:09,,1,0,5/5/13 11:08,13.19956,77.70688,12.77663,77.56382,0
2724,2724,30058,28,NA,2,22,585,NA,NA,5/5/13 18:28,,1,0,5/5/13 12:43,13.06573,77.60081,12.97677,77.5727,1
2725,2725,30057,65,2,3,393,NA,NA,NA,5/6/13 7:40,,0,0,5/5/13 12:43,13.19956,77.70688,NA,NA,0
2726,2726,30068,12,NA,2,293,767,NA,NA,5/6/13 6:57,,0,0,5/5/13 14:31,12.849482,77.663187,12.9122,77.51043,0
2727,2727,30069,12,NA,2,1085,542,NA,NA,5/7/13 15:36,,0,0,5/5/13 15:44,12.911942,77.651582,12.93823,77.62289,0
2728,2728,30069,12,NA,2,1085,542,NA,NA,5/8/13 15:36,,0,0,5/5/13 15:47,12.911942,77.651582,12.93823,77.62289,0
2729,2729,30069,12,NA,2,1085,542,NA,NA,5/9/13 15:36,,0,0,5/5/13 15:50,12.911942,77.651582,12.93823,77.62289,0
2730,2730,30069,12,NA,2,1085,542,NA,NA,5/10/13 15:36,,0,0,5/5/13 15:54,12.911942,77.651582,12.93823,77.62289,0
2731,2731,30069,12,NA,2,542,1085,NA,NA,5/11/13 7:12,,0,0,5/5/13 15:56,12.93823,77.62289,12.911942,77.651582,0
2732,2732,19469,24,NA,2,392,393,NA,NA,5/6/13 14:24,,0,0,5/5/13 16:14,12.986284,77.735245,13.19956,77.70688,0
2733,2733,30080,12,NA,2,1041,1205,NA,NA,5/6/13 10:33,,1,0,5/5/13 16:40,12.974408,77.6648,13.01899,77.54744,0
2734,2734,30085,85,NA,2,393,292,NA,NA,5/5/13 23:02,,0,0,5/5/13 17:53,13.19956,77.70688,12.93944,77.62923,0
2735,2735,29946,12,2,3,1153,NA,NA,NA,5/6/13 6:57,5/6/13 0:00,1,0,5/5/13 18:16,12.87153,77.60206,NA,NA,0
2736,2736,27030,12,NA,2,1017,1189,NA,NA,5/5/13 22:04,,1,0,5/5/13 18:17,13.11084,77.60074,12.91873,77.61494,0
2737,2737,30091,12,NA,2,1157,667,NA,NA,5/5/13 19:26,,0,0,5/5/13 18:38,13.05121,77.54113,12.97165,77.51316,0
2738,2738,30097,28,NA,2,112,393,NA,NA,5/6/13 4:04,,0,0,5/5/13 20:11,12.93331,77.56666,13.19956,77.70688,0
2739,2739,30100,12,NA,2,625,410,NA,NA,5/5/13 22:48,,1,0,5/5/13 21:08,12.95431,77.6553,13.05121,77.54113,1
2740,2740,30105,24,NA,2,1089,393,NA,NA,5/6/13 5:45,,0,0,5/5/13 22:26,12.99517,77.731147,13.19956,77.70688,0
2741,2741,28733,12,NA,2,220,466,NA,NA,5/6/13 5:31,,0,0,5/5/13 23:52,12.99722,77.62003,13.017436,77.64458,0
2742,2742,30051,28,NA,2,1175,1013,NA,NA,5/6/13 11:45,,0,1,5/6/13 0:39,12.959979,77.647998,12.9475,77.65878,0
2743,2743,15932,12,NA,2,1191,1038,NA,NA,5/6/13 9:07,,1,0,5/6/13 6:44,13.03017,77.56684,12.981266,77.637162,0
2744,2744,30117,12,NA,2,413,393,NA,NA,5/6/13 9:21,,0,0,5/6/13 8:10,12.92171,77.59017,13.19956,77.70688,0
2745,2745,30119,12,NA,2,1321,849,NA,NA,5/6/13 10:19,,0,0,5/6/13 8:28,12.987445,77.616958,12.95434,77.60072,0
2746,2746,29004,12,1,3,637,NA,NA,NA,5/6/13 10:04,,0,0,5/6/13 8:39,13.07951,77.55187,NA,NA,0
2747,2747,30120,12,1,3,410,NA,NA,NA,5/6/13 10:04,,0,0,5/6/13 8:48,13.05121,77.54113,NA,NA,0
2748,2748,30091,12,NA,2,1157,222,NA,NA,5/6/13 10:48,,0,0,5/6/13 8:49,13.05121,77.54113,12.97216,77.59383,0
2749,2749,30121,12,1,3,515,NA,NA,NA,5/6/13 10:33,,0,0,5/6/13 10:01,12.97896,77.67345,NA,NA,0
2750,2750,30123,12,1,3,1228,NA,NA,NA,5/6/13 12:00,,0,0,5/6/13 10:21,13.02239,77.59492,NA,NA,0
2751,2751,30126,12,NA,2,293,1237,NA,NA,5/7/13 17:16,,0,0,5/6/13 10:57,12.849482,77.663187,12.92645,77.61206,0
2752,2752,4942,12,NA,2,1384,353,NA,NA,5/6/13 13:40,,0,0,5/6/13 11:29,13.02853,77.54625,13.03241,77.59914,0
2753,2753,23775,12,NA,2,731,585,NA,NA,5/6/13 20:24,,0,0,5/6/13 13:16,13.04937,77.51179,12.97677,77.5727,0
2754,2754,25458,12,NA,2,392,571,NA,NA,5/6/13 17:31,,1,0,5/6/13 14:01,12.986284,77.735245,12.95185,77.69642,0
2755,2755,18364,12,NA,2,1371,292,NA,NA,5/7/13 9:07,,0,0,5/6/13 16:46,13.000418,77.674835,12.93944,77.62923,0
2756,2756,30153,12,NA,2,1083,455,NA,NA,5/6/13 18:28,,1,0,5/6/13 16:55,12.900648,77.589183,12.999874,77.67812,0
2757,2757,23160,12,NA,2,1150,393,NA,NA,5/7/13 1:40,,0,0,5/6/13 16:56,12.99287,77.71662,13.19956,77.70688,0
2758,2758,15315,10,NA,2,571,393,NA,NA,5/6/13 23:31,,0,0,5/6/13 17:09,12.95185,77.69642,13.19956,77.70688,0
2759,2759,15315,10,NA,2,393,571,NA,NA,5/7/13 1:55,,0,0,5/6/13 17:13,13.19956,77.70688,12.95185,77.69642,0
2760,2760,30119,12,NA,2,849,1321,NA,NA,5/6/13 18:28,,0,0,5/6/13 17:32,12.95434,77.60072,12.987445,77.616958,0
2761,2761,30156,12,NA,2,393,450,NA,NA,5/12/13 21:21,,1,0,5/6/13 17:53,13.19956,77.70688,12.9334,77.62652,0
2762,2762,30168,12,NA,2,156,1337,NA,NA,5/7/13 0:28,,0,0,5/6/13 19:15,13.02622,77.70143,12.975693,77.729096,0
2763,2763,30169,12,NA,2,767,393,NA,NA,5/7/13 3:36,,0,0,5/6/13 20:05,12.9122,77.51043,13.19956,77.70688,0
2764,2764,22251,12,2,3,1393,NA,NA,NA,5/7/13 9:36,,0,0,5/6/13 20:15,13.19966,77.70688,NA,NA,0
2765,2765,24493,12,2,3,561,NA,NA,NA,5/7/13 6:28,,0,0,5/6/13 20:31,13.00983,77.62967,NA,NA,0
2766,2766,30057,28,2,3,1021,NA,NA,NA,5/7/13 8:38,,0,0,5/6/13 23:16,13.02853,77.54625,NA,NA,0
2767,2767,15315,12,NA,2,571,393,NA,NA,5/6/13 23:31,,0,0,5/6/13 23:27,12.95185,77.69642,13.19956,77.70688,0
2768,2768,21430,28,NA,2,1121,393,NA,NA,5/10/13 4:04,,0,0,5/7/13 7:47,13.02622,77.70143,13.19956,77.70688,0
2769,2769,30187,85,NA,2,585,869,NA,NA,5/7/13 12:43,,0,0,5/7/13 8:07,12.97677,77.5727,12.93545,77.5547,0
2770,2770,30197,12,NA,2,393,451,NA,NA,5/10/13 11:45,,0,0,5/7/13 11:44,13.19956,77.70688,12.9739,77.57914,0
2771,2771,28827,12,NA,2,585,1010,NA,NA,5/7/13 13:40,,0,0,5/7/13 12:00,12.97677,77.5727,12.96691,77.74935,0
2772,2772,42,85,NA,2,1393,667,NA,NA,5/7/13 19:26,,0,0,5/7/13 15:24,13.19966,77.70688,12.97165,77.51316,0
2773,2773,868,12,NA,2,590,413,NA,NA,5/7/13 17:16,,0,0,5/7/13 15:45,13.00826,77.56433,12.92171,77.59017,0
2774,2774,30221,12,NA,2,1286,393,NA,NA,5/8/13 6:14,,0,0,5/7/13 16:16,12.973448,77.62032,13.19956,77.70688,0
2775,2775,30231,12,NA,2,1384,572,NA,NA,5/8/13 10:48,,0,0,5/7/13 19:54,13.02853,77.54625,12.91873,77.61494,0
2776,2776,30235,12,NA,2,1087,1264,NA,NA,5/8/13 7:55,,1,0,5/7/13 20:56,12.909579,77.638063,12.835737,77.679599,0
2777,2777,30245,65,NA,2,1384,1347,NA,NA,5/13/13 13:40,,1,0,5/7/13 22:49,13.02853,77.54625,12.987235,77.736123,0
2778,2778,30249,12,NA,2,1089,393,NA,NA,5/8/13 6:57,,1,0,5/8/13 0:14,12.99517,77.731147,13.19956,77.70688,0
2779,2779,15947,12,1,3,142,NA,NA,NA,5/8/13 10:33,,0,0,5/8/13 9:45,12.91281,77.60923,NA,NA,0
2780,2780,17719,12,1,3,1034,NA,NA,NA,5/8/13 12:57,,0,0,5/8/13 11:08,13.047926,77.597766,NA,NA,0
2781,2781,30265,12,NA,2,839,1371,NA,NA,5/9/13 15:07,,1,0,5/8/13 11:23,12.85773,77.78642,13.000418,77.674835,1
2782,2782,30267,24,NA,1,515,NA,1,44,5/10/13 12:57,5/10/13 13:00,1,0,5/8/13 11:59,12.97896,77.67345,NA,NA,0
2783,2783,30271,12,1,3,352,NA,NA,NA,5/8/13 15:07,,0,0,5/8/13 13:11,13.03369,77.62821,NA,NA,0
2784,2784,25281,12,NA,2,1054,1159,NA,NA,5/8/13 17:02,,0,0,5/8/13 13:39,12.90184,77.581587,12.90163,77.582,1
2785,2785,30280,28,NA,2,1328,1330,NA,NA,5/8/13 16:04,,0,0,5/8/13 15:00,12.958808,77.649047,12.953434,77.70651,0
2786,2786,30281,12,NA,2,393,1054,NA,NA,5/9/13 8:09,,0,0,5/8/13 15:04,13.19956,77.70688,12.90184,77.581587,0
2787,2787,30290,85,NA,2,1254,1054,NA,NA,5/9/13 18:00,,0,0,5/8/13 17:15,12.934048,77.580568,12.90184,77.581587,0
2788,2788,17141,12,NA,2,974,293,NA,NA,5/8/13 19:55,,0,0,5/8/13 17:31,13.07557,77.55904,12.849482,77.663187,0
2789,2789,30291,65,2,3,988,NA,NA,NA,5/8/13 23:02,,0,0,5/8/13 17:48,12.95365,77.62137,NA,NA,0
2790,2790,30292,12,NA,2,585,505,NA,NA,5/8/13 22:04,,1,0,5/8/13 18:04,12.97677,77.5727,13.00154,77.52962,0
2791,2791,30215,12,NA,2,1270,1089,NA,NA,5/9/13 8:09,,1,0,5/8/13 20:05,12.921772,77.620358,12.99517,77.731147,0
2792,2792,30305,12,NA,2,601,1154,NA,NA,5/9/13 6:57,,0,0,5/8/13 21:23,13.02434,77.56593,12.87153,77.60206,0
2793,2793,30307,12,NA,2,376,353,NA,NA,5/9/13 8:09,,0,0,5/8/13 22:28,12.90245,77.66081,13.03241,77.59914,0
2794,2794,30308,85,NA,2,393,571,NA,NA,5/15/13 9:07,,1,0,5/8/13 22:35,13.19956,77.70688,12.95185,77.69642,0
2795,2795,25435,12,NA,2,122,625,NA,NA,5/9/13 9:21,,0,0,5/8/13 22:43,12.99682,77.60436,12.95431,77.6553,0
2796,2796,26135,12,NA,2,142,393,NA,NA,5/9/13 4:04,,0,0,5/8/13 23:00,12.91281,77.60923,13.19956,77.70688,0
2797,2797,2789,12,NA,2,1147,585,NA,NA,5/9/13 6:57,,0,0,5/8/13 23:34,13.03064,77.6491,12.97677,77.5727,0
2798,2798,30317,28,NA,2,393,824,NA,NA,5/9/13 6:00,,0,1,5/9/13 0:03,13.19956,77.70688,13.06557,77.58646,0
2799,2799,30318,12,NA,2,393,466,NA,NA,5/10/13 9:36,,0,0,5/9/13 0:46,13.19956,77.70688,13.017436,77.64458,0
2800,2800,14930,12,NA,2,150,452,NA,NA,5/9/13 19:26,,0,0,5/9/13 7:39,12.89724,77.61065,12.95278,77.59088,0
2801,2801,23901,12,NA,2,150,585,NA,NA,5/10/13 12:43,,1,0,5/9/13 10:27,12.89724,77.61065,12.97677,77.5727,0
2802,2802,1256,85,1,3,1365,NA,NA,NA,5/9/13 12:57,,0,0,5/9/13 11:30,12.845653,77.677925,NA,NA,0
2803,2803,30346,85,NA,2,393,601,NA,NA,5/11/13 11:31,,0,0,5/9/13 12:40,13.19956,77.70688,13.02434,77.56593,0
2804,2804,30346,28,NA,2,601,393,NA,NA,5/12/13 16:33,,0,0,5/9/13 12:45,13.02434,77.56593,13.19956,77.70688,0
2805,2805,30353,65,NA,2,949,393,NA,NA,5/11/13 5:16,,0,0,5/9/13 14:40,12.98275,77.61582,13.19956,77.70688,0
2806,2806,30354,28,NA,2,1010,393,NA,NA,5/9/13 16:04,,0,0,5/9/13 14:47,12.96691,77.74935,13.19956,77.70688,0
2807,2807,30368,12,NA,2,271,393,NA,NA,5/11/13 4:04,,1,0,5/9/13 17:27,12.95641,77.64076,13.19956,77.70688,0
2808,2808,3277,12,NA,2,1056,393,NA,NA,5/10/13 3:36,,1,0,5/9/13 18:02,12.919199,77.60931,13.19956,77.70688,0
2809,2809,868,12,NA,2,149,1189,NA,NA,5/9/13 19:26,,0,0,5/9/13 18:31,12.93022,77.56039,12.91873,77.61494,0
2810,2810,30168,85,NA,2,156,1337,NA,NA,5/9/13 23:31,,0,0,5/9/13 19:34,13.02622,77.70143,12.975693,77.729096,0
2811,2811,17948,12,NA,2,278,541,NA,NA,5/10/13 9:36,,1,0,5/9/13 19:42,13.00472,77.55381,12.93524,77.61997,0
2812,2812,30256,24,1,3,1281,NA,NA,NA,5/10/13 7:55,5/10/13 0:00,1,0,5/9/13 19:59,12.934634,77.611283,NA,NA,0
2813,2813,22712,12,NA,2,626,1214,NA,NA,5/9/13 23:02,,1,0,5/9/13 20:06,12.975066,77.6027,12.97672,77.64927,1
2814,2814,26790,12,NA,2,571,269,NA,NA,5/10/13 2:38,,1,0,5/9/13 20:08,12.95185,77.69642,12.9744,77.69183,0
2815,2815,30382,12,NA,2,293,1165,NA,NA,5/10/13 7:26,,0,0,5/9/13 20:22,12.849482,77.663187,12.990947,77.687112,0
2816,2816,5069,12,NA,2,1012,393,NA,NA,5/11/13 1:55,,0,0,5/9/13 20:29,12.94899,77.59777,13.19956,77.70688,0
2817,2817,30384,12,2,3,1280,NA,NA,NA,5/10/13 9:36,,0,0,5/9/13 20:44,12.966054,77.717837,NA,NA,0
2818,2818,28257,12,NA,2,1281,396,NA,NA,5/10/13 0:14,,0,0,5/9/13 20:58,12.934634,77.611283,12.92073,77.66482,0
2819,2819,23336,85,1,3,1086,NA,NA,NA,5/10/13 8:24,5/10/13 0:00,1,0,5/9/13 21:00,12.907487,77.64729,NA,NA,0
2820,2820,30387,12,NA,2,142,1331,NA,NA,5/10/13 10:04,,0,0,5/9/13 21:01,12.91281,77.60923,12.896203,77.598108,0
2821,2821,30388,28,NA,2,601,393,NA,NA,5/10/13 5:31,,0,0,5/9/13 21:11,13.02434,77.56593,13.19956,77.70688,0
2822,2822,30390,12,NA,2,1089,571,NA,NA,5/10/13 0:00,,0,0,5/9/13 21:24,12.99517,77.731147,12.95185,77.69642,0
2823,2823,5666,12,NA,2,1278,393,NA,NA,5/10/13 15:36,,1,0,5/9/13 22:09,12.927772,77.669469,13.19956,77.70688,0
2824,2824,30399,12,NA,1,1056,NA,1,32,5/10/13 6:57,5/10/13 7:00,1,0,5/10/13 1:26,12.919199,77.60931,NA,NA,0
2825,2825,30343,12,NA,2,83,296,NA,NA,5/10/13 9:07,,0,0,5/10/13 6:52,12.92415,77.67229,12.96662,77.59868,0
2826,2826,30393,65,NA,1,814,NA,15,75,5/11/13 7:26,5/11/13 0:00,0,0,5/10/13 7:51,12.908993,77.6889,NA,NA,0
2827,2827,30408,12,NA,2,1371,832,NA,NA,5/10/13 9:50,,0,0,5/10/13 8:07,13.000418,77.674835,12.88019,77.64558,0
2828,2828,4368,12,NA,2,1086,393,NA,NA,5/11/13 3:07,,0,0,5/10/13 8:29,12.907487,77.64729,13.19956,77.70688,0
2829,2829,24588,12,NA,2,1096,849,NA,NA,5/10/13 18:57,,0,0,5/10/13 8:52,12.96519,77.71932,12.95434,77.60072,1
2830,2830,8569,12,NA,2,793,25,NA,NA,5/10/13 16:04,,0,0,5/10/13 9:09,13.02239,77.59492,12.98059,77.57475,0
2831,2831,5089,12,NA,2,392,105,NA,NA,5/10/13 18:57,,0,0,5/10/13 9:16,12.986284,77.735245,13.01766,77.64503,1
2832,2832,7391,12,NA,2,136,585,NA,NA,5/10/13 18:00,,0,0,5/10/13 9:25,12.90796,77.62418,12.97677,77.5727,0
2833,2833,25281,12,NA,2,1054,1159,NA,NA,5/10/13 17:45,,0,0,5/10/13 9:41,12.90184,77.581587,12.90163,77.582,1
